"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
337.9,1029.5,101.4,4105.7,"2024-04-16",560.1,"2469N1366166Z","69003",45.6,11.9,"appartement",177.5,107.8,0,"C",29.87532
388.5,2192.5,139.1,3345.6,"2024-07-25",522,"2469N2694775I","69003",64.1,8.2,"appartement",68.1,59.9,0,"B",29.87532
294.1,2192.5,135,4234.2,"2024-06-11",503.6,"2469N2080631K","69003",62.2,7.9,"appartement",156.5,71.8,0,"C",29.87532
442.5,2192.5,152.6,3782.3,"2024-07-25",584.7,"2469N2694238R","69003",70.4,9,"appartement",70.5,61.3,0,"C",29.87532
493.2,NA,70.7,5911.3,"2024-06-06",696.5,"2469N2027684Z","69003",123,78.7,"appartement",53.9,53.5,0,"B",29.87532
230.1,NA,30,3586.2,"2024-04-12",521.2,"2469N1328197Q","69003",51.2,8.1,"appartement",253.1,82,0,"C",29.87532
714.4,NA,73.1,9607.2,"2024-04-12",1084.6,"2469N1330258X","69003",124.6,19.6,"appartement",277.6,80.9,0,"C",29.87532
556.2,NA,57.3,7219.7,"2024-04-12",890.5,"2469N1330285Y","69003",97.8,15.4,"appartement",261.6,77.5,0,"C",29.87532
395.8,2192.5,139.3,3401.8,"2024-07-25",529.4,"2469N2695590R","69003",64.2,8.2,"appartement",68.2,60.7,0,"C",29.87532
242.6,2192.5,141.1,3801.2,"2024-06-11",456.9,"2469N2080626F","69003",65,8.3,"appartement",158.9,62.2,0,"C",29.87532
126.3,2192.5,91.4,2459.8,"2024-06-11",295.7,"2469N2080660N","69003",42.1,5.4,"appartement",133.5,62.2,0,"C",29.87532
488.1,862.3,78.2,3126.9,"2024-07-19",1085.7,"2469N2625659A","69003",39.9,0,"appartement",564.7,180.2,0,"C",29.87532
328.8,2192.5,97.4,4328.4,"2024-06-11",504.9,"2469N2080655I","69003",44.9,5.7,"appartement",137.9,100.1,0,"C",29.87532
192.3,2192.5,92.5,1757.5,"2024-07-25",293.6,"2469N2694434F","69003",42.6,5.4,"appartement",57.8,50.1,0,"B",29.87532
242.6,2192.5,141.1,3801.2,"2024-06-11",456.9,"2469N2080662P","69003",65,8.3,"appartement",158.9,62.2,0,"C",29.87532
126.9,2192.5,91.8,2468.7,"2024-06-11",296.8,"2469N2080632L","69003",42.3,5.4,"appartement",133.8,62.1,0,"C",29.87532
280,NA,24.9,4537,"2024-04-12",654.6,"2469N1328152X","69003",42.5,6.7,"appartement",343,124.1,0,"C",29.87532
1991,478.6,275.2,23150.1,"2024-06-06",2800.7,"2469N2027585E","69003",478.6,306.1,"immeuble",228.3,54.1,0,"B",29.87532
445.5,NA,63.9,5363.5,"2024-06-06",632.1,"2469N2027736Z","69003",111.1,71.1,"appartement",51.6,53.7,0,"B",29.87532
482.4,NA,69.2,5787,"2024-06-06",681.9,"2469N2027713C","69003",120.3,77,"appartement",53.4,53.5,0,"B",29.87532
2963,595.4,350,42000.1,"2024-06-25",5390,"2469N2284130H","69003",595.4,70,"immeuble",1914,79.3,0,"C",29.87532
495.1,2192.5,157,6151.6,"2024-06-11",722.1,"2469N2080650D","69003",72.3,9.2,"appartement",165.4,88.8,0,"C",29.87532
242.6,2192.5,141.1,3801.2,"2024-06-11",456.9,"2469N2080634N","69003",65,8.3,"appartement",158.9,62.2,0,"C",29.87532
392.7,2192.5,186.5,5377.5,"2024-06-11",643.2,"2469N2080682J","69003",86,11,"appartement",177.3,66.3,0,"C",29.87532
466.1,1133.4,132.7,5811.2,"2024-06-25",678.9,"2469N2284219S","69003",64.5,16.6,"appartement",159.9,93.8,0,"C",29.87532
516.4,2192.5,206.1,6587.3,"2024-06-11",782.4,"2469N2080672Z","69003",95,12.1,"appartement",185.2,73.1,0,"C",29.87532
290.9,1133.4,94.6,4011.8,"2024-06-25",469.4,"2469N2284221U","69003",46,11.8,"appartement",140.8,90.8,0,"C",29.87532
4569,862.3,590,52943.5,"2024-07-19",9201,"2469N2625652T","69003",862.3,0,"immeuble",3916,77.1,0,"C",29.87532
394.3,1133.4,168.2,5351.9,"2024-06-25",636.6,"2469N2284186L","69003",81.8,21,"appartement",175.2,69.1,0,"C",29.87532
424.5,1029.5,174.7,5190.2,"2024-04-16",719.8,"2469N1365685M","69003",78.5,20.6,"appartement",218.2,80.3,0,"C",29.87532
576.4,595.4,197.2,7270.5,"2024-06-25",860.3,"2469N2284155G","69003",97.3,39.4,"appartement",200,78.5,0,"C",29.87532
444,2192.5,157.7,3803,"2024-07-25",589.4,"2469N2695643S","69003",72.7,9.3,"appartement",71.3,59.8,0,"B",29.87532
213.9,1133.4,88.1,3265.6,"2024-06-25",384.8,"2469N2284203C","69003",42.8,11,"appartement",135.8,79.9,0,"C",29.87532
330.4,1133.4,127.6,4564.7,"2024-06-25",539,"2469N2284213M","69003",62,16,"appartement",157.8,77.2,0,"C",29.87532
235.4,595.4,92.2,3585.4,"2024-06-25",422.9,"2469N2284146X","69003",45.5,18.4,"appartement",148.3,82.6,0,"C",29.87532
321.9,2192.5,101.6,2765.3,"2024-07-25",430.2,"2469N2695020T","69003",46.8,6,"appartement",60.7,67.7,0,"C",29.87532
377.5,NA,45,5182.4,"2024-04-12",675.4,"2469N1330211C","69003",76.8,12.1,"appartement",240.7,71.1,0,"C",29.87532
253.7,1133.4,136,3919.1,"2024-06-25",469.3,"2469N2284185K","69003",66.1,17,"appartement",161.3,62.9,0,"C",29.87532
344.3,NA,32.5,4557.3,"2024-04-12",589.4,"2469N1330237C","69003",55.5,8.7,"appartement",203.8,85.8,0,"C",29.87532
193.2,2192.5,92.4,1764.4,"2024-07-25",294.5,"2469N2695540T","69003",42.6,5.4,"appartement",57.8,50.3,0,"B",29.87532
450.4,NA,42,5675.3,"2024-04-12",735.4,"2469N1330221M","69003",71.6,11.3,"appartement",231.7,83,0,"C",29.87532
362.3,616.9,158.1,5072.4,"2024-04-16",626.6,"2469N1366178L","69003",77.3,9.9,"appartement",201.3,71.5,0,"C",29.87532
305.9,1029.5,109.3,3959.8,"2024-04-16",538.7,"2469N1366169C","69003",49.1,12.9,"appartement",184.6,96.2,0,"C",29.87532
345.2,2192.5,98,2935.5,"2024-07-25",450.8,"2469N2695209A","69003",45.2,5.8,"appartement",59.6,73.7,0,"C",29.87532
275.7,2192.5,138.6,4086.4,"2024-06-11",488,"2469N2080667U","69003",63.9,8.2,"appartement",157.9,67.8,0,"C",29.87532
456.1,NA,42.1,5724,"2024-04-12",741.5,"2469N1329342R","69003",71.8,11.3,"appartement",232,83.5,0,"C",29.87532
373.5,616.9,156.7,5159.1,"2024-04-16",636.6,"2469N1365194P","69003",76.6,9.8,"appartement",200.6,73.3,0,"C",29.87532
393.4,1133.4,168.2,5343.6,"2024-06-25",635.6,"2469N2284211K","69003",81.8,21,"appartement",175.2,69,0,"C",29.87532
9104.2,1727.3,1210.9,119271.9,"2024-09-10",18753.6,"2469N3132185U","69003",1727.3,324.9,"immeuble",8113.7,79.8,0,"C",29.87532
378.4,616.9,204.1,5479.6,"2024-04-16",684.4,"2469N1365188J","69003",99.8,12.8,"appartement",224.6,60.3,0,"C",29.87532
294.1,2192.5,135,4234.2,"2024-06-11",503.6,"2469N2080658L","69003",62.2,7.9,"appartement",156.5,71.8,0,"C",29.87532
383.8,NA,42,5144.3,"2024-04-12",668.8,"2469N1329374X","69003",71.6,11.3,"appartement",231.7,75.5,0,"C",29.87532
326.8,1133.4,127.6,4532.4,"2024-06-25",535.4,"2469N2284192R","69003",62,16,"appartement",157.8,76.7,0,"C",29.87532
326.8,1133.4,127.6,4532.4,"2024-06-25",535.4,"2469N2284201A","69003",62,16,"appartement",157.8,76.7,0,"C",29.87532
296.2,862.3,129.1,4139.8,"2024-07-19",577,"2469N2625667I","69003",65.9,0,"appartement",226.4,65.9,0,"C",29.87532
196.3,1133.4,88.1,3107.3,"2024-06-25",367.2,"2469N2284179E","69003",42.8,11,"appartement",135.8,76.2,0,"C",29.87532
288.1,1029.5,106.6,3809.9,"2024-04-16",517.3,"2469N1366167A","69003",47.9,12.5,"appartement",182.2,94.7,0,"C",29.87532
389.3,NA,42.1,5205.8,"2024-04-12",741.8,"2469N1328182B","69003",71.8,11.3,"appartement",299.2,83.2,0,"C",29.87532
334.8,1133.4,168.2,4816.6,"2024-06-25",577,"2469N2284198X","69003",81.8,21,"appartement",175.2,62.5,0,"C",29.87532
296.2,862.3,129.1,4139.8,"2024-07-19",577,"2469N2625662D","69003",65.9,0,"appartement",226.4,65.9,0,"C",29.87532
608,NA,45.1,7332.5,"2024-04-12",891.2,"2469N1330291E","69003",76.9,12.1,"appartement",226,99.4,0,"C",29.87532
334.1,862.3,129.1,4428.6,"2024-07-19",614.9,"2469N2625655W","69003",65.9,0,"appartement",226.4,70.2,0,"C",29.87532
383.3,NA,52.3,5438.5,"2024-04-12",711.9,"2469N1329399W","69003",89.2,14,"appartement",262.2,64.5,0,"C",29.87532
611,862.3,216.3,7065.1,"2024-07-19",983.7,"2469N2625676R","69003",110.4,0,"appartement",281.5,67,0,"C",29.87532
545.4,1029.5,190.7,6128.1,"2024-04-16",855.7,"2469N1365378R","69003",85.7,22.4,"appartement",226.2,87.4,0,"C",29.87532
316.3,862.3,142.1,4370.8,"2024-07-19",610.7,"2469N2625669K","69003",72.5,0,"appartement",234.5,63.3,0,"C",29.87532
350.7,2192.5,141.6,3061.9,"2024-07-25",485.7,"2469N2694474T","69003",65.3,8.3,"appartement",68.6,54.6,0,"B",29.87532
254.5,2192.5,97.4,3660.3,"2024-06-11",430.6,"2469N2080628H","69003",44.9,5.7,"appartement",137.9,85.3,0,"C",29.87532
366.2,616.9,204.9,5381.5,"2024-04-16",673,"2469N1365187I","69003",100.2,12.8,"appartement",225.1,59.1,0,"C",29.87532
360.8,1029.5,136.4,4513.9,"2024-04-16",620,"2469N1365686N","69003",61.3,16,"appartement",199,88.6,0,"C",29.87532
169,595.4,86.6,2938.1,"2024-06-25",349.5,"2469N2284142T","69003",42.7,17.3,"appartement",143.6,72.6,0,"C",29.87532
364.4,NA,45,5075.9,"2024-04-12",662,"2469N1329368R","69003",76.7,12.1,"appartement",240.6,69.7,0,"C",29.87532
521.3,1029.5,174.7,5862.8,"2024-04-16",816.5,"2469N1365689Q","69003",78.5,20.6,"appartement",218.2,91,0,"C",29.87532
456.8,NA,52.4,6027.7,"2024-04-12",785.8,"2469N1330248N","69003",89.4,14.1,"appartement",262.6,71,0,"C",29.87532
264.2,595.4,122.7,4045.5,"2024-06-25",482.1,"2469N2284144V","69003",60.5,24.5,"appartement",165.6,70.6,0,"C",29.87532
8562.7,1725.4,1011.6,119271.9,"2024-04-12",17436.1,"2469N1327960N","69003",1725.4,271.4,"immeuble",7590.4,79.9,0,"C",29.87532
275.6,2192.5,138.5,4086.1,"2024-06-11",487.9,"2469N2080627G","69003",63.9,8.1,"appartement",157.9,67.8,0,"C",29.87532
11397,2192.5,1380,158366.4,"2024-06-11",20115,"2469N2080581M","69003",2192.5,81,"immeuble",5877,80.5,974,"C",29.87532
480.2,862.3,174.9,5818.2,"2024-07-19",809.2,"2469N2625653U","69003",89.3,0,"appartement",255.3,68.2,0,"C",29.87532
366.5,1029.5,136.4,4553.5,"2024-04-16",625.7,"2469N1366174H","69003",61.3,16,"appartement",199,89.4,0,"C",29.87532
441.8,2192.5,139.3,5583.7,"2024-06-11",654.7,"2469N2080645Y","69003",64.2,8.2,"appartement",158.3,90.7,0,"C",29.87532
231,2192.5,153.1,3757.1,"2024-06-11",454.9,"2469N2080685M","69003",70.6,9,"appartement",163.8,57,0,"C",29.87532
345.4,595.4,174.3,5064.3,"2024-06-25",608.9,"2469N2284163O","69003",86,34.9,"appartement",189.4,62.7,0,"C",29.87532
366.5,NA,31,4703.8,"2024-04-12",662.4,"2469N1328109G","69003",52.8,8.3,"appartement",256.7,101.1,0,"C",29.87532
328.3,616.9,195.4,5005.3,"2024-04-16",626.5,"2469N1366176J","69003",95.5,12.2,"appartement",220.2,57.7,0,"C",29.87532
418.3,2192.5,140.4,3575.4,"2024-07-25",552.7,"2469N2695429M","69003",64.7,8.3,"appartement",68.4,63,0,"C",29.87532
405.3,NA,41.5,5303.1,"2024-04-12",688.3,"2469N1329322X","69003",70.8,11.1,"appartement",230.3,78.6,0,"C",29.87532
424.5,1029.5,174.7,5190.2,"2024-04-16",719.8,"2469N1365688P","69003",78.5,20.6,"appartement",218.2,80.3,0,"C",29.87532
339.1,2192.5,171.2,4819.1,"2024-06-11",577.4,"2469N2080695W","69003",78.9,10.1,"appartement",171.1,64.9,0,"C",29.87532
248.1,862.3,142.1,3850.9,"2024-07-19",542.5,"2469N2625657Y","69003",72.5,0,"appartement",234.5,56.2,0,"C",29.87532
537.9,NA,51.8,6798.3,"2024-04-12",855.6,"2469N1330274N","69003",88.3,13.9,"appartement",252.1,80.7,0,"C",29.87532
477.1,1029.5,190.7,5653.6,"2024-04-16",787.5,"2469N1366171E","69003",85.7,22.4,"appartement",226.2,80.4,0,"C",29.87532
523.1,862.3,262.8,6676.4,"2024-07-19",944.9,"2469N2625673O","69003",134.1,0,"appartement",311,52.8,0,"B",29.87532
241.3,2192.5,143.1,3800.3,"2024-06-11",457.3,"2469N2080702D","69003",66,8.4,"appartement",159.8,61.4,0,"C",29.87532
362.5,1133.4,136,4897.7,"2024-06-25",578.1,"2469N2284208H","69003",66.1,17,"appartement",161.3,77.7,0,"C",29.87532
240.5,862.3,142.1,3793.1,"2024-07-19",534.9,"2469N2625664F","69003",72.5,0,"appartement",234.5,55.4,0,"C",29.87532
186.3,1133.4,88.1,3017.4,"2024-06-25",357.2,"2469N2284193S","69003",42.8,11,"appartement",135.8,74.1,0,"C",29.87532
410.8,NA,37.4,5223.7,"2024-04-12",676.4,"2469N1330269I","69003",63.8,10,"appartement",218.2,85.7,0,"C",29.87532
380.3,1133.4,127.6,5013.7,"2024-06-25",589,"2469N2284178D","69003",62,16,"appartement",157.8,84.4,0,"C",29.87532
287.8,1029.5,96.1,2389.9,"2024-04-16",663.9,"2469N1366384J","69003",43.2,11.3,"appartement",333.6,127.2,0,"C",29.87532
341.3,1029.5,89.2,2527.5,"2024-04-16",702.1,"2469N1366385K","69003",40.1,10.5,"appartement",321.5,145.1,0,"C",29.87532
168.8,1133.4,71.3,2425,"2024-06-25",703.4,"2469N2284169U","69003",34.7,8.9,"appartement",506.2,160.9,0,"C",29.87532
13.5,NA,24.9,2498.5,"2024-04-12",724.7,"2469N1329300B","69003",42.5,6.7,"appartement",679.7,135.2,0,"C",29.87532
241.2,1029.5,96.1,2222.1,"2024-04-16",617.3,"2469N1366387M","69003",43.2,11.3,"appartement",333.6,118.3,0,"C",29.87532
233.5,595.4,56.7,2336.1,"2024-06-25",677.6,"2469N2284161M","69003",28,11.3,"appartement",420,192.1,0,"D",29.87532
448.4,1029.5,288.5,3838.6,"2024-04-16",1066.3,"2469N1365185G","69003",129.7,33.9,"appartement",378.3,68,112.3,"A",29.87532
505,240.7,91,4958.8,"2024-03-14",875,"2469N0926167Y","69003",240.7,0,"maison",256,47.3,0,"A",29.87532
378.2,331.6,529.1,3510.6,"2024-03-14",664.7,"2469N0926192X","69003",177.9,0,"maison",161.3,45.3,0,"A",29.87532
12.6,NA,30,1903.7,"2024-04-12",552.2,"2469N1329350Z","69003",51.2,8.1,"appartement",501.5,85.5,0,"B",29.87532
17.4,NA,31,1948.7,"2024-04-12",565.3,"2469N1329275C","69003",52.8,8.3,"appartement",508.6,84.8,0,"B",29.87532
295.4,1029.5,89.2,2362.5,"2024-04-16",656.3,"2469N1366389O","69003",40.1,10.5,"appartement",321.5,135.6,0,"C",29.87532
12.3,NA,29.8,1895.4,"2024-04-12",549.8,"2469N1329385I","69003",50.8,8,"appartement",499.8,85.8,0,"B",29.87532
372.8,862.3,78.2,2794.8,"2024-07-19",970.4,"2469N2625666H","69003",39.9,0,"appartement",564.7,161.1,0,"C",29.87532
695.2,540,37,6215.8,"2023-04-24",1072.1,"2369N1346378W","69003",113,14.8,"appartement",325.1,126,0,"C",28.860039
241.4,540,15.9,2574.6,"2023-04-24",512.7,"2369N1346370O","69003",42,6.3,"appartement",249.1,140,0,"C",28.860039
237.6,540,17,2617.3,"2023-04-24",519.2,"2369N1346366K","69003",45.3,6.8,"appartement",257.7,132,0,"C",28.860039
203.1,540,17.4,2424,"2023-04-24",490,"2369N1346368M","69003",45.3,6.9,"appartement",262.6,123,0,"C",28.860039
226.3,1296,46.3,1451.2,"2023-03-08",420.9,"2369N0761882G","69003",22.6,3.1,"appartement",175.9,147.9,0,"C",28.860039
13.9,1200,96.2,373.7,"2023-04-26",108.4,"2369N1394501T","69003",38.6,0,"appartement",59.3,22.3,0,"A",28.860039
209.1,1296,46.3,1392.2,"2023-03-08",403.8,"2369N0761905D","69003",22.6,3.1,"appartement",176,141.7,0,"C",28.860039
745.5,540,39.2,6610.7,"2023-04-24",1134.2,"2369N1346376U","69003",120.4,15.7,"appartement",333.8,126,0,"C",28.860039
184.2,1296,46.1,1304.9,"2023-03-08",378.5,"2369N0761875Z","69003",22.5,3.1,"appartement",175.6,133.6,0,"C",28.860039
142.7,1296,46.1,1162.2,"2023-03-08",337.1,"2369N0761890O","69003",22.5,3.1,"appartement",175.7,118.9,0,"C",28.860039
305.7,359.3,61.1,1207,"2023-10-31",350.1,"2369N3699528Q","69003",30,0,"appartement",13.3,92.7,0,"B",28.860039
122.7,443.8,50.2,1761.3,"2023-11-16",510.9,"2369N3907314K","69003",24.6,3.3,"appartement",367.8,164.7,0,"C",28.860039
241.4,540,15.9,2574.6,"2023-04-24",512.7,"2369N1346367L","69003",42,6.3,"appartement",249.1,140,0,"C",28.860039
203.1,540,17.4,2424,"2023-04-24",490,"2369N1346373R","69003",45.3,6.9,"appartement",262.6,123,0,"C",28.860039
232.7,1296,49.8,1494,"2023-03-08",433.4,"2369N0761879D","69003",24.3,3.3,"appartement",180.5,141.5,0,"C",28.860039
265.9,540,15.7,2713.9,"2023-04-24",533.9,"2369N1346374S","69003",42,6.3,"appartement",246,148,0,"C",28.860039
209.1,1296,46.3,1392.2,"2023-03-08",403.8,"2369N0761897V","69003",22.6,3.1,"appartement",176,141.7,0,"C",28.860039
383.6,NA,44.3,4843.2,"2023-12-18",648.7,"2369N4373786Q","69003",66.4,18.1,"appartement",202.7,78.9,0,"C",28.860039
139.3,443.8,92.8,2683.3,"2023-11-16",321.6,"2369N3907307D","69003",45.5,6.2,"appartement",144.7,62.8,0,"C",28.860039
383.6,NA,44.3,4843.2,"2023-12-18",648.7,"2369N4373779J","69003",66.4,18.1,"appartement",202.7,78.9,0,"C",28.860039
323.9,NA,47.7,3647.9,"2023-12-18",601.9,"2369N4380123J","69003",63.4,11.3,"appartement",218.9,76.2,0,"B",28.860039
219,1242.4,165.1,3946.5,"2023-10-26",493.4,"2369N3634068Y","69003",81,66,"appartement",191.5,53.6,0,"B",28.860039
671.3,1200,228.7,8175.7,"2023-04-26",1046.6,"2369N1394492K","69003",91.8,0,"appartement",291.5,99.9,0,"C",28.860039
2875.1,625.2,373.7,40110.6,"2023-11-21",4798.7,"2369N3950885F","69003",NA,174.4,"immeuble",1375.5,68,0,"C",28.860039
80.3,1022.4,26.5,2461.3,"2023-01-06",302,"2369N0046248W","69003",45.6,6.6,"appartement",188.5,58,0,"C",28.860039
157.7,1242.4,130.8,3192.6,"2023-10-26",398.7,"2369N3634056M","69003",64.1,52.3,"appartement",175.2,54.7,0,"B",28.860039
390,1524.6,190.2,5984,"2023-10-31",696.5,"2369N3700896G","69003",89.3,0,"appartement",237.6,70.5,0,"C",28.860039
200.3,NA,29.5,2992.4,"2023-12-18",494.3,"2369N4379992I","69003",39.2,7,"appartement",257.5,101.2,0,"C",28.860039
298.9,466.1,30.6,4364,"2023-01-06",536.5,"2369N0041286A","69003",53.9,11.5,"appartement",195.5,87,0,"C",28.860039
323.9,NA,47.7,3647.9,"2023-12-18",601.9,"2369N4380045J","69003",63.4,11.3,"appartement",218.9,76.2,0,"B",28.860039
323.9,NA,47.7,3647.9,"2023-12-18",601.9,"2369N4380102O","69003",63.4,11.3,"appartement",218.9,76.2,0,"B",28.860039
417.6,1225.9,62.2,5666.1,"2023-04-24",702.4,"2369N1346303Z","69003",103.1,23.3,"appartement",199.3,60,0,"C",28.860039
4574.1,992.1,553.7,58576.3,"2023-11-21",9010.8,"2369N3954220M","69003",NA,346.1,"immeuble",3537,77,0,"C",28.860039
456.3,1765.5,50.3,5526.8,"2023-03-27",809.5,"2369N1015863T","69003",103.1,18.8,"appartement",284.1,73,0,"B",28.860039
322.7,1200,161.1,4831.7,"2023-04-26",635.2,"2369N1394498Q","69003",64.7,0,"appartement",253.5,85.7,0,"C",28.860039
469.6,1225.9,62,6253.9,"2023-04-24",746.2,"2369N1346313J","69003",102.8,23.3,"appartement",191.3,66,0,"C",28.860039
455.1,382.7,214.5,6442.8,"2023-11-20",750.4,"2369N3943950M","69003",121.9,0,"appartement",215.3,55.8,0,"C",28.860039
166.4,1022.4,35.5,3422,"2023-01-06",421.8,"2369N0046222W","69003",61.1,8.9,"appartement",211,60,0,"C",28.860039
372.6,1765.5,35.5,4372,"2023-03-27",670.7,"2369N1015881L","69003",65,13.3,"appartement",249.3,91,0,"C",28.860039
119.8,941.1,91.3,2546,"2023-10-26",313.3,"2369N3634820W","69003",43,34.2,"appartement",148.8,64.3,0,"C",28.860039
144.6,1524.6,104.7,3198.8,"2023-10-31",373,"2369N3700871H","69003",49.1,0,"appartement",190.5,68.6,0,"C",28.860039
417.6,1225.9,62.2,5666.1,"2023-04-24",702.4,"2369N1346308E","69003",103.1,23.3,"appartement",199.3,60,0,"C",28.860039
250.6,1200,116.8,3951.8,"2023-04-26",518.7,"2369N1394520M","69003",46.9,0,"appartement",225.3,96.5,0,"C",28.860039
376.6,443.8,133.6,5068.2,"2023-11-16",597.1,"2369N3907311H","69003",65.5,8.9,"appartement",166.2,81.2,0,"C",28.860039
570.6,1296,221.7,7842.1,"2023-03-08",927.6,"2369N0761913L","69003",108.1,14.8,"appartement",267,76.2,0,"C",28.860039
192.9,1242.4,132.1,3516.8,"2023-10-26",435.2,"2369N3634076G","69003",64.8,52.8,"appartement",175.8,59.2,0,"C",28.860039
207.7,1765.5,27.1,2894,"2023-03-27",473.7,"2369N1015869Z","69003",45.3,10.2,"appartement",228.8,88,0,"C",28.860039
456.7,1524.6,190.2,6594.8,"2023-10-31",763.3,"2369N3700867D","69003",89.3,0,"appartement",237.6,77.3,0,"C",28.860039
373.8,382.7,149.1,5302.3,"2023-11-20",611.2,"2369N3943958U","69003",84.8,0,"appartement",181.8,65.5,0,"C",28.860039
324.5,NA,47.8,3652.6,"2023-12-18",602.7,"2369N4380076O","69003",63.5,11.3,"appartement",219.1,76.2,0,"B",28.860039
236.6,NA,34.9,3386.7,"2023-12-18",559.3,"2369N4379974Q","69003",46.3,8.2,"appartement",279.7,97,0,"C",28.860039
503.6,1765.5,49.3,5895.4,"2023-03-27",852.5,"2369N1015876G","69003",102.8,18.5,"appartement",281.2,77,0,"B",28.860039
226.3,1524.6,140,4173.1,"2023-10-31",487.4,"2369N3700904O","69003",65.7,0,"appartement",210.4,67,0,"C",28.860039
324.4,1225.9,39.2,4408.9,"2023-04-24",545.6,"2369N1346304A","69003",65,14.7,"appartement",167.3,74,0,"C",28.860039
129.2,941.1,133.7,2919,"2023-10-26",368,"2369N3634825B","69003",63,50.1,"appartement",173.4,51.4,0,"B",28.860039
349.6,1524.6,147.3,5347.4,"2023-10-31",617.3,"2369N3700940Y","69003",69.1,0,"appartement",214.3,80.8,0,"C",28.860039
359.7,359.3,183.6,6303.6,"2023-10-31",758.5,"2369N3699200A","69003",90,0,"appartement",305.5,74.7,0,"C",28.860039
182.5,1524.6,103.8,3536.8,"2023-10-31",409.7,"2369N3700926K","69003",48.7,0,"appartement",189.6,76.1,0,"C",28.860039
301.3,1296,123.8,4773.3,"2023-03-08",561.8,"2369N0761889N","69003",60.4,8.3,"appartement",210.3,82.8,0,"C",28.860039
574.6,1524.6,195.1,7704.9,"2023-10-31",885.6,"2369N3701631N","69003",91.6,0,"appartement",240.2,87.6,0,"C",28.860039
515.2,1524.6,190.2,7130,"2023-10-31",821.7,"2369N3700921F","69003",89.3,0,"appartement",237.6,83.4,0,"C",28.860039
255.6,382.7,79.9,3769,"2023-11-20",428.4,"2369N3943957T","69003",45.4,0,"appartement",143,86,0,"C",28.860039
417.1,243,50,5756.3,"2023-01-06",708.2,"2369N0041352O","69003",88.5,28.6,"appartement",212.5,71,0,"C",28.860039
88.4,1242.4,83.9,2231.3,"2023-10-26",276.7,"2369N3634072C","69003",41.1,33.5,"appartement",146.2,59.3,0,"C",28.860039
242.7,466.1,25.5,3740.3,"2023-01-06",458.4,"2369N0041289D","69003",44.9,9.6,"appartement",180.6,90,0,"C",28.860039
201.6,243,25.4,3306.2,"2023-01-06",408.4,"2369N0041355R","69003",44.9,14.5,"appartement",167,80,0,"C",28.860039
234.8,1225.9,41,3685.6,"2023-04-24",461.1,"2369N1346305B","69003",67.9,15.4,"appartement",170,59,0,"C",28.860039
230.8,941.1,199.1,4205.6,"2023-10-26",531.3,"2369N3634812O","69003",93.8,74.7,"appartement",203.1,49.8,0,"B",28.860039
434.4,1524.6,161.6,6213,"2023-10-31",715.1,"2369N3700855R","69003",75.8,0,"appartement",222.1,85.4,0,"C",28.860039
355.9,1200,164.8,5135.5,"2023-04-26",671.8,"2369N1394515H","69003",66.2,0,"appartement",255.6,88.7,0,"C",28.860039
311.9,1765.5,41.6,4051.5,"2023-03-27",634.3,"2369N1015844A","69003",75.6,15.6,"appartement",265.2,73,0,"B",28.860039
406.3,1765.5,35.9,4662.9,"2023-03-27",704.9,"2369N1015837T","69003",67.3,13.4,"appartement",249.3,93,0,"C",28.860039
299.6,1022.4,45.8,4770.5,"2023-01-06",588.8,"2369N0046251Z","69003",78.8,11.4,"appartement",232,65,0,"C",28.860039
465.9,443.8,133.2,5868.9,"2023-11-16",686,"2369N3907303Z","69003",65.3,8.9,"appartement",166.1,93.7,0,"C",28.860039
179.5,1022.4,39.9,3631.7,"2023-01-06",449.5,"2369N0046246U","69003",68.8,10,"appartement",220.1,57,0,"C",28.860039
249.7,1765.5,25.1,3124.4,"2023-03-27",504.5,"2369N1015878I","69003",42,9.4,"appartement",220.2,101,0,"C",28.860039
198.3,NA,29.2,2970.2,"2023-12-18",490.6,"2369N4379958A","69003",38.8,6.9,"appartement",256.3,101.5,0,"C",28.860039
